"ID","Text","Author"
"110","taip reikėti , kitaip nebūti galėti - ir tiek .","Putinas"
"111","tik po daugelis metai , kai jis atsistoti savęs gyvenimas pusiaukelė ir kryžkelė , kur pašaukimas klausimas būti jau nebe teoretiško svarstymas objektas , bet širdis kraujas aplieti gyvenimas žaizda , tik tada jis galutinai paaiškėti į seminarija stojimas motyvas vertė .","Putinas"
"112","jis nebūti žemas nei karjeristiški , bet jis taip pat nedaug kas bendras turėti ir su tikras tiesioginis kunigavimas uždavinys : pastoracija , apaštalavimas , Kristus mokslas skleidimas , dvasinis tobulėjimas .","Putinas"
"113",".","Putinas"
"114",".","Putinas"
"115","tėvai noras , žinoti , nusverti daug .","Putinas"
"116","Liudas jau nuo pat mažens būti skirti leisti į kunigas .","Putinas"
"117","pabaigti 5 klasė , jis , tylus ir klusnus 16 metai jaunuolis , nė mėginti nemėginti priešintis geležinis , visas nulemti tėvas valia ir tylus jautrus motina noras .","Putinas"
"118","bet tas jis nebūti sunkus , nes ir kitas , tik jis pats žinoti sumetimas lenkė jis į seminarija pusė .","Putinas"
"119","1905 metai revoliucija užklupti Liudas Vasaris vienas iš pirmas gimnazija klasė , bet jis pasėkos lydėti jis visas gimnazija mokslas metai .","Putinas"
"120","mokinys tarpas , net ir žemas klasė , tuo metas būti pasireikšti didokas patvirkimas .","Putinas"
"121","ypač du atsitikimas pasibaisėjimas sukrėsti Liudas siela .","Putinas"
"122","vienas jis draugas kartas iš bažnyčia parsinešti komunija reikalauti stebuklas ir įrodyti , kad jis nebūti dievas .","Putinas"
"123","dėl tas gimnazija ir visas miestas kilti negirdėtas skandalas , plačiai nuaidėti visas apylinkė .","Putinas"
"124","kiekvienas gimnazistas tas proga iš savęs tėvai ir giminė tekti prisiklausyti aimana , bauginimas ir grasinimas daug negu reikėti .","Putinas"
"125","bet štai netrukus po tas antras Liudas draugas nusišauti , susirgti veneros liga , netekti , kaip jis sakytis savęs raštelis , gyvenimas tikslas ir kad gyventi esą nusibosti .","Putinas"
"126","šitas du įvykis , kaip du likimas pirštas , Liudas sąžinė kažkodėl atsikreipti į jis pats .","Putinas"
"127","taip , jis būti dar tikėti ir komunija už niekas pasaulis nebūti išdrįsti išniekinti .","Putinas"
"128","bet abejonė turėti .","Putinas"
"129","juk jis vis dėlto būti laikyti patikimas ir pažangus draugas .","Putinas"
"130","jis priklausyti vienas slaptai lavinimasis kuopelė , kur būti aiškinti pasaulis atsiradimas , evoliucija , dar šis tas iš gamtamokslis visai kitaip , negu mokyti bažnyčia .","Putinas"
"131","taip bent jis atrodyti .","Putinas"
"132","jis eiti į religinis krizį ir tikėjimas netekimas kelias .","Putinas"
"133","o turėti dar tikėjimas ir tėvai auklėjimas įtaka šaukti jis gelbėtis .","Putinas"
"134","kur ?","Putinas"
"135","į seminarija .","Putinas"
"136","be tas , tai būti dar jis lytinis brendimas metai .","Putinas"
"137","jis gauti iš vienas savęs draugas pasiskaityti pseudomediciniškų brošiūra , kuris tas klausimas ir laukti jaunuolis pavojus būti atvaizduoti perdėtai ir efektingai .","Putinas"
"138","daugybė jis žinoti pavyzdys iš mokinys elgesys ir pagaliau draugas nusižudymas tarsi patvirtinti tas išvedžiojimas ir daryti gyvenimas juodas , purvinas , bjaurus .","Putinas"
"139","jis kartais atrodyti , kad jis pats jau stovėti ant bedugnė kraštas .","Putinas"
"140","iš kitas pusė - jaunuoliškas idealizmas , entuziazmas , didelis darbas noras .","Putinas"
"141","ir Liudas Vasaris tada jau būti pagauti pirmas patriotizmas banga .","Putinas"
"142","dirbti Lietuva !","Putinas"
"143","kas dirbti ?","Putinas"
"144","rašyti !","Putinas"
"145","raštas darbas jis jau būti pasižymėti klasė .","Putinas"
"146","jis šis tas jau būti bandyti ir taip sau .","Putinas"
"147","artimas draugas apie jis šis tas jau žinoti ir tikėtis .","Putinas"
"148","neseniai jis būti skaityti Maironis "" jaunoji Lietuva "" .","Putinas"
"149","šitas poema įspūdis jis pavergti ir užburti , Maironis jis tapyti milžinas , dievaitis , idealas .","Putinas"
"150","o Maironis - kunigas !","Putinas"
"151","paskutinis atostogos metas Liudas tekti būti vienas savęs giminaitis , ką tik įšvęsti kunigas , primicijos .","Putinas"
"152","kiek čia būti džiaugsmas , kiek lietuviškas daina , kiek kalba !","Putinas"
"153","paimti jis jaunas kunigas už ranka , ir jis valandėlė vaikščioti sodas takelis .","Putinas"
"154","- tas kas ?","Putinas"
"155","girdėti , kad jau tėvas į seminarija rengtis vežti ?","Putinas"
"156","- paklausyti jis kunigas .","Putinas"
"157","- gal ir tekti važiuoti .","Putinas"
"158",".","Putinas"
"159",".","Putinas"
"160","- nebijoti ?","Putinas"
"161","- bijoti nebijoti , bet , sakyti , ten esą nelengvas .","Putinas"
"162","- niekis !","Putinas"
"163","daug kas perdėti .","Putinas"
"164","nebūti taip baisus , kaip sakyti tas , kuris ten niekados nebūti .","Putinas"
"165","važiuoti , brolytis , neapsigauti .","Putinas"
"166","Lietuva reikėti darbininkas .","Putinas"
"167","kovoti su rusas ir lenkas .","Putinas"
"168","rašyti , leisti laikraštis , knyga , steigti draugija .","Putinas"
"169","ilgai dar taip kalbėti primiciantas ir parodyti Liudas keli ten pat būti klierikas , jau šiuo tuo pasižymėti .","Putinas"
"170","štai syti garbiniuotas , skardžiabalsis , sveikata ir gyvybė trykšti raudonikis jau būti išversti ir išleisti vienas knygelė .","Putinas"
"171","anas tyrinėti Lietuva istorija , anas gi , aukštas liesas blondinas , gerai pažinti literatūra ir rašyti kritika straipsnis , o šitas ilgaplaukis gražuolis turėti nemažas beletristas talentas .","Putinas"
"172","Liudas nudžiugti .","Putinas"
"173","vadintis , teisybė !","Putinas"
"174","štai kur išganymas !","Putinas"
"175","jis jau žinoti , kad beveik visas didelis lietuvis literatūra vardas priklausyti kunigas .","Putinas"
"176","o štai dar kiek jis priaugti !","Putinas"
"177","ir jau po daugelis metai , kai Liudas Vasaris gyvenimas pakrypti kitas linkmė , jis , prisiminti šitas scena sodas ir tas daug žadėti klierikas , karčiai nusišypsoti : garbiniuotas raudonikis paskęsti alkoholis , istorikas žūti užkampis parapija , kritika po pora metai išvaryti iš seminarija , o gabus beletristas , tapyti kunigas , visai mesti rašyti .","Putinas"
"178","ogi jis pats , Liudas Vasaris ?","Putinas"
"179",".","Putinas"
"180",".","Putinas"
"181","pasibaigti meditacija ir malda , vasaris tekinas leistis į viršus vilktis sutana .","Putinas"
"182","visas jis , pirmametis , dabar tuo būti užsiimti .","Putinas"
"183","kelnės reikėti paslėpti kojinė arba batas aulas , ant krūtinė užsidėti tam tikras be susegimas liemenė su baltas , ne po smakras , bet ant sprandas užsegti apikakle , vadinti koloratka , pagaliau užsivilkti sutana , kalbėti tam tikras maldelė .","Putinas"
"184","atlikti tas , Liudas išsitraukti gražus teta padovanoti kamžą ir nueiti į koplyčia .","Putinas"
"185","degti visas žvakė .","Putinas"
"186","mišios rengtis laikyti pats rektorius , visas klierikas vilktis kamžas ir stoti į eilė priimti komunija .","Putinas"
"187","momentas būti graudus ir iškilmingas .","Putinas"
"188","Liudas Vasaris pamažu artintis prie dievas stalas , o iš abu pusė nuo įgaubtas siena lydėti jis ramus , dangiškas šv.","Putinas"
"189","Aloyzas ir šv.","Putinas"
"190","Stanislovas veidas .","Putinas"
"191","paskui būti mišios .","Putinas"
"192","daug degti žvakė , daug klierikas jis tarnauti ir švaistytis apie altorius , kvepėti smilkalas , giedoti choras , ir visas klaupkose melstis jaunuolis , apsirengti juodas sutana ir baltas kamžomis .","Putinas"
"193","Liudas Vasaris , po daugelis metai kartais perkratinėti savęs gyvenimas , kai kada norėti surasti jis stiprus religinis pergyvenimas momentas .","Putinas"
"194","šypsotis jis atsiminti pirmas savęs išpažintis , į kuris besiruošti ir joks nuodėmė neatsiminti , jis čia pat padaryti : sukeikdavo višta , mušti šuo , nesukalbėti poteris .","Putinas"
"195","atsiminti jis ir savęs pirmas komunija , kuris suaugęs taip branginti ir jis paveikslėlis saugoti visas gyvenimas .","Putinas"
"196","deja , nė pirmas komunija jis gilus įspūdis nebūti padaryti .","Putinas"
"197","jis berods nuo pat kūdikystė giliai įsmigti į širdis mišparai vargonai gaudesys , negu tas pirmas dievas į savęs priėmimas .","Putinas"
"198","nagrinėti jis ir tolimas savęs išpažintis ir Komunijas , bet ir jis rasti tik pasitenkinimas dėl atlikti pareiga , o ne religinis džiaugsmas .","Putinas"
"199","priimti komunija , jis visuomet rūpėti kuo greitai išeiti iš bažnyčia ir parbėgti namo .","Putinas"
"200","atsiminti jis štai ir šitas sutana užsivilkimas diena ir tas proga priimti komunija , atlikti visas gyvenimas išpažintis .","Putinas"
"201","niekas .","Putinas"
"202","jis jaudinti tik naujumas , tik aplinkybė , tik nusimanymas , kad štai jis dabar tapti klierikas - "" kunigėlis "" .","Putinas"
"203","religinis jausmas , gilus dvasia prasiskleidimas kontaktas su dievybė vasaris neįstengti konstatuoti .","Putinas"
"204","o jis būti tikėti , praktikuoti , giliai religingas tėvai sūnus .","Putinas"
"205","ir jis užsivilkti sutana , kalbėdams : "" Dominas pars haereditatis meae "" .","Putinas"
"206","po pamaldos visas jis išeiti iš koplyčia linksmai nusiteikti .","Putinas"
"207","pagaliau pasibaigti 5 diena tylėjimas - ir visas rūmas suskambti linksmas jaunas balsas .","Putinas"
"208","pirmametis būti diena didvyris ir visas dėmesys centras .","Putinas"
"209","vyresnis juosėti sveikinti ir bučiuoti , linkėti greitai tapti geras kunigas .","Putinas"
"210","kitas dalinti jis šventas paveikslėlis su užrašas sutana užsivilkimas diena atsiminti .","Putinas"
"211","jis pats būti patenkinti , kad dabar jau neišsiskirti iš bendras klierikas būrys savęs gimnazistiškas nunešioti uniforma .","Putinas"
"212","jis vaikščioti koridorius pats iš savęs juoktis , kad ilgas sutana painiotis jis koja , kad jaustis esą kaip supančiuoti - ir vienas kitas iš visas šonas apžiūrinėti .","Putinas"
"213","Iš tiesų jis ir būti gan juokingas .","Putinas"
"214","retai kuris tikas prie stuomuo ir prie veidas tas rimtas kunigiškas rūbas .","Putinas"
"215","juk jis visas būti toks jaunutis .","Putinas"
"216","- Liudas , tu pasitaisyti savęs koloratką .","Putinas"
"217","žiūrėti , jau vienas galas išlipti iš apikaklės , - įspėti vasaris jis draugas Petryla , kai jis sugrįžti į "" labirintas "" .","Putinas"
"218","- o tu , žiūrėti , nuo apačia jau du saga atsisegti .","Putinas"
"219","- aš kažkodėl čia vis už batas kliūti .","Putinas"
"220","- ar matyti , kaip balselis vienas kelnė išlįsti ?","Putinas"
"221","- tas dar niekas , bet aš po komunija vos neparvirsti , kai reikėti atsistoti .","Putinas"
"222","kažkaip priminti savęs sutana - ir nė iš vieta .","Putinas"
"223","- bet , žiūrėti , variokas !","Putinas"
"224","O-o !","Putinas"
"225","tikras vikaras .","Putinas"
"226","variokas iš tiesų atrodyti gerai negu kitas .","Putinas"
"227","stambus , labai subręsti , jis pasirūpinti , kad ir jis sutana būti pasiūti tinkamai .","Putinas"
"228","ir jis , galbūt dėl tas , kad turėti dėdė kunigas , mokėti gerai su jis apsieiti .","Putinas"
"229","- ech , judėti mizerija !","Putinas"
"230","- sušukti jis .","Putinas"
"231","- na , kas judėti per kunigas ?","Putinas"
"232","komedija , daug niekas !","Putinas"
"233","Ot kur , tai bent kunigas !","Putinas"
"234","- jis suduoti savęs į krūtinė ir išskėsti ranka sugiedoti : - per omnia saecula saeculorum !","Putinas"
"235",".","Putinas"
"236","o tas Vasariukas !","Putinas"
"237",".","Putinas"
"238",".","Putinas"
"239","viešpats !","Putinas"
"240",".","Putinas"
"241",".","Putinas"
"242","- jis apsukti vasaris du eilė , apžiūrėti iš visas pusė ir nueiti toli kartoti : - komedija , tikras komedija .","Putinas"
"243",".","Putinas"
"244",".","Putinas"
"245","Liudas Vasaris iš tiesų atrodyti kaip vienas iš mizerniausių .","Putinas"
"246","liesas , laibutis , visai dar vaikiškas veidas , išaugimas pasiūti sutana , jis būti panašus į berniokas , apsivilkti tėvas drabužis .","Putinas"
"247","ir niekas tuomet nebūti galėti ateiti į galva , kad šitas juokingas klierikučiui būti lemtas audringas ir garsus ateitis .","Putinas"
"248","bandymas diena II seminarija , kaip kiekvienas disciplinuotas bendruomenė , o ypač bažnytinis , turėti ir savęs hierarchiškas vyresnybė ir įvairus viešas funkcija bei pareigos atlikinėti tam tikrus organas ir nuolatinis arba iš eilė kas savaitė skirti asmuo .","Putinas"
"249","pats viršūnė seminarija vyresnybė , žinoti , stovėti vyskupas .","Putinas"
"250","tačiau tas seminarija , į kuris įstoti Liudas Vasaris , tiesiogiai vyskupas valdžia klierikas mažas jausti .","Putinas"
"251","jis tik kada ne kada pasirodyti seminarija , ar tas pasakyti pamokslėlis , ar tas retkarčiais atsilankyti į pamoka .","Putinas"
"252","jis per didis šventė laikyti katedra iškilmingas pamaldos , jis pagaliau duoti įvairus šventimas .","Putinas"
"253","tas pamaldos ir šventimas proga klierikas turėti darbas ir rūpestis iki ausis .","Putinas"
"254","vienas reikėti išmokti labai komplikuoti ceremonija - asistuoti - tarnauti pamaldos , kitas mokytis tinkamas giesmė , pagaliau visas nuvargti katedra , šioks ar tokiu būdu tas iškilmės dalyvauti .","Putinas"
"255","svarbus tiesioginis seminarija viršininkas - tas rektorius .","Putinas"
"256","jis būti būti pats seminarija , čia pat šalia klierikas kambarys .","Putinas"
"257","jis stropiai sekti visas seminarija gyvenimas , jis būti duoti reliacijos iš klierikas elgesys , į jis reikėti kreiptis kiekvienas svarbus reikalas : išeiti į miestas , pasimatyti su atvažiuoti tėvai ir giminė ar šiaip gauti koks nors leidimas .","Putinas"
